Category:,Brief Description:,Extended Description:,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,Data: ,In Reference Data Location:,Reference Name:,Reference URL:
Polymers with High Free Volume,KAUST-PI-1,KAUST Polymer with Intrinsic Microporosity,,3431,542,87.42,,83.68,,,,,,,,,,,Swaidan 2015,http://pubs.acs.org/doi/abs/10.1021/acsmacrolett.5b00512
Polymers with High Free Volume,PIM-TRIP-TB,Triptycene and Troger's base - Polymer with Intrinsic Microporosity,,4740,1073,188.25,,215.45,,,,,,,,,,,Swaidan 2015,http://pubs.acs.org/doi/abs/10.1021/acsmacrolett.5b00512
Polymers with High Free Volume,PIM-EA-TB,Ethanoanthracene and Troger's base - Polymer with Intrinsic Microporosity,,4442,933,186.6,,222.1,,,,,,,,,,,Swaidan 2015,http://pubs.acs.org/doi/abs/10.1021/acsmacrolett.5b00512
Polymers with High Free Volume,TDA1-APAFa,"TDA1-APAFa, fresh. Triptycene dimethyl-bridgehead dianhydride-based intrinsically microporous hydroxyl-functionalized polyimide",92,94,8.5,1.5,40,0.73,,,,,,,,,,,Alghunaimi 2016,http://dx.doi.org/10.1016/j.memsci.2016.07.058
Polymers with High Free Volume,TDA1-APAFb,"TDA1-APAFb, aged after 250 days. Triptycene dimethyl-bridgehead dianhydride-based intrinsically microporous hydroxyl-functionalized polyimide",70,73,6.4,0.9,30,0.4,,,,,,,,,,,Alghunaimi 2016,http://dx.doi.org/10.1016/j.memsci.2016.07.058
Polymers with High Free Volume,TDA1-DMN,"TDA1-DMN, fresh",1182,3050,783,182,3700,216,,,,,,,,,,,Ghanem 2016,http://dx.doi.org/10.1016/j.polymer.2016.08.075
Polymers with High Free Volume,TDA1-DMN,"TDA1-DMN, aged 250 days",903,2430,609,134,3000,158,,,,,,,,,,,Ghanem 2016,http://dx.doi.org/10.1016/j.polymer.2016.08.075
Polymers with High Free Volume,TDAi3-DMN,"TDAi3-DMN, fresh",913,2233,594,160,3154,211,,,,,,,,,,,Ghanem 2016,http://dx.doi.org/10.1016/j.polymer.2016.08.075
Polymers with High Free Volume,TDAi3-DMN,"TDAi3-DMN, aged 250 days",900,2114,505,130,2670,170,,,,,,,,,,,Ghanem 2016,http://dx.doi.org/10.1016/j.polymer.2016.08.075
Polymers with High Free Volume,PIM-TMN-Trip ,Methanol-treated 195-um-thick film;,6370,16900,7470,2230,33300,3420,,,,,,,,,,,Rose 2017,dx.doi.org/10.1038/nmat4938
Polymers with High Free Volume,PIM-TMN-Trip ,Methanol-treated 192-um-thick film aged 39 days,3560,9590,4600,1270,22500,2470,,,,,,,,,,,Rose 2017,dx.doi.org/10.1038/nmat4939
Polymers with High Free Volume,PIM-TMN-Trip ,Methanol-treated 193-um-thick film heated at 120 C for 24 h then aged for 14 days,4880,13400,5950,1830,27000,2590,,,,,,,,,,,Rose 2017,dx.doi.org/10.1038/nmat4939
Polymers with High Free Volume,PIM-TMN-Trip ,Aged film 187-um-thick film heated at 120C for 24 h then aged for 365 days,3930,9840,3160,727,14100,943,,,,,,,,,,,Rose 2017,dx.doi.org/10.1038/nmat4939
Polymers with High Free Volume,PIM-TMN-Trip ,Aged 195-um-thick film after second methanol treatment,5820,16300,8780,3530,40700,6070,,,,,,,,,,,Rose 2017,dx.doi.org/10.1038/nmat4939
Polymers with High Free Volume,PIM-TMN-Trip ,Average values methanol-treated 156 +- 5 um thick films and subsequently heated at 140C for 4h,5720,15800,7520,2340,38400,4230,,,,,,,,,,,Rose 2017,dx.doi.org/10.1038/nmat4939
Polymers with High Free Volume,PIM-TMN-SBI,"Methanol-treated 166-um-thick film,",2720,7190,3200,1080,17500,2100,,,,,,,,,,,Rose 2017,dx.doi.org/10.1038/nmat4939
Polymers with High Free Volume,PIM-TMN-SBI,Methanol-treated 110-um-thick film heated at 120 C for 24 h then aged for 14 days,646,1370,485,160,2980,300,,,,,,,,,,,Rose 2017,dx.doi.org/10.1038/nmat4939
Polymers with High Free Volume,PIM-TMN-Trip-TB,"Methanol-treated 125-um-thick film of PIM-TMN-Trip-TB,",2300,6100,2030,396,6060,710,,,,,,,,,,,Rose 2017,dx.doi.org/10.1038/nmat4939
Polymers with High Free Volume,PIM-1, Methanol-treated 69 um thick film,2000,4980,2140,607,12100,914,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,amine-PIM-1,Methanol-treated 75um thick film 12% conversion,1270,2920,1030,284,5670,463,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,amine-PIM-1,Methanol-treated 63um thick film 64% conversion,1610,3880,1380,394,8190,586,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,amine-PIM-1,Methanol-treated 53um thick film 84% conversion,846,2150,567,132,1590,161,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,amine-PIM-1,Methanol-treated 90um thick film 85% conversion,1080,2850,1010,318,3040,531,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,amine-PIM-1,Methanol-treated 96um thick film 91% conversion,862,2280,752,210,1450,359,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,amine-PIM-1,Methanol-treated 84um thick film 92% conversion,805,1810,550,132,785,178,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,amine-PIM-1,Methanol-treated 76um thick film 93%a conversion,1060,2620,756,167,1740,256,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,amine-PIM-1,Methanol-treated 81um thick film 93%b conversion,792,1990,606,167,1170,257,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,amine-PIM-1,Methanol-treated 100um thick film 97% conversion,838,2180,664,176,1030,240,,,,,,,,,,,Satilmis 2018,https://doi.org/10.1016/j.memsci.2018.03.039
Polymers with High Free Volume,PIM-MP-TB,methanol treated,1310,4050,999,200,3500,264,,,,,,,,,,,Williams 2018,10.1039/C8TA00509E
Polymers with High Free Volume,PIM-MP-TB,day 1 after thermal conditioning under vacuum at 140 °C,956,2790,648,125,2340,158,,,,,,,,,,,Williams 2018,10.1039/C8TA00509E
Polymers with High Free Volume,PIM-MP-TB,after aging of 118 days and intermediate mixed gas permeation,492,1120,134,21.4,633,26,,,,,,,,,,,Williams 2018,10.1039/C8TA00509E
Polymers with High Free Volume,PIM-MP-TB,after 370 days of aging and intermediate mixed gas permeation,368,812,88.4,13.3,378,14.7,,,,,,,,,,,Williams 2018,10.1039/C8TA00509E
Polymers with High Free Volume,PIM-SBF-1,methanol treated,1560,4330,1420,340,8850,532,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polymers with High Free Volume,PIM-SBF-1,aged 2088 days,914,2190,486,87.5,2410,102,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polymers with High Free Volume,PIM-SBF-2,methanol treated,3110,9160,3820,1150,22300,2020,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polymers with High Free Volume,PIM-SBF-2,aged 1295 days,1700,4240,910,166,3870,184,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polymers with High Free Volume,PIM-SBF-3,methanol treated,1971,5460,1820,463,10900,878,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polymers with High Free Volume,PIM-SBF-3,aged 1294 days,1270,3370,965,219,4850,248,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polymers with High Free Volume,PIM-SBF-4,methanol treated,1930,4900,1760,474,10600,834,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polymers with High Free Volume,PIM-SBF-4,aged 1428 days,1470,3960,1260,286,6410,331,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polymers with High Free Volume,PIM-SBF-5,methanol treated,2060,5590,2750,1080,16400,2480,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polymers with High Free Volume,PIM-SBF-5,aged 1439 days,1830,4710,1870,550,10000,925,,,,,,,,,,,Grazia Bezzu 2018,10.1039/C8TA02601G
Polynorbornenes,PNB (W),,21,,2.8,1.5,15.4,2.5,,,,,,,,,,,Steinhausler 1997,http://dx.doi.org/10.1002/(SICI)1099-0488(19970115)35:1%3C91::AID-POLB7%3E3.0.CO;2-Y
Polynorbornenes,PNB (Re),,23,,7.5,2.2,23.6,4.7,,,,,,,,,,,Steinhausler 1997,http://dx.doi.org/10.1002/(SICI)1099-0488(19970115)35:1%3C91::AID-POLB7%3E3.0.CO;2-Y
Polynorbornenes,PNB (Ir),,24,,3.2,0.7,14.5,2.2,,,,,,,,,,,Steinhausler 1997,http://dx.doi.org/10.1002/(SICI)1099-0488(19970115)35:1%3C91::AID-POLB7%3E3.0.CO;2-Y
Polynorbornenes,PNB,,,,2.8,1.5,,,,,,,,,,,,,Cotreras 2002,http://dx.doi.org/10.1295/polymj.34.49
Polynorbornenes,PTNB,,,,0.37,0.06,,,,,,,,,,,,,Cotreras 2002,http://dx.doi.org/10.1295/polymj.34.49
Polynorbornenes,PNBM1,,,12.8,1.59,0.5,8.39,0.58,,,,,,,,,,,Cotreras 2002,http://dx.doi.org/10.1021/ma011959p
Polynorbornenes,PNBM2,,,16.1,2.13,0.61,18.11,1.12,,,,,,,,,,,Cotreras 2002,http://dx.doi.org/10.1021/ma011959p
Polynorbornenes,PNBM3,,,11,1.44,0.31,11.44,0.54,,,,,,,,,,,Cotreras 2002,http://dx.doi.org/10.1021/ma011959p
Polynorbornenes,PFMND,,185,,27.7,10.7,102,9.54,,,,,,,,,,,Teplyakov 1992,http://dx.doi.org/10.1021/ma00042a027
Polynorbornenes,PNB,,,21,2.8,1.5,15.4,2.5,,,,,,,,,,,Yampolskii 1994,
Polynorbornenes,PFMNB,,,166,50,17,200,13,,,,,,,,,,,Yampolskii 1994,
Polynorbornenes,POFNB,,,150,55,17,200,18,,,,,,,,,,,Yampolskii 1994,
Polynorbornenes,PCpNDI polynorbornene,,15.4,,1.95,0.45,8.8,0.54,,,,,,,,,,,Diaz 2005,http://dx.doi.org/10.1002/macp.200500299
Polynorbornenes,PChNDI polynorbornene,,25.1,,2.3,0.43,9.2,0.48,,,,,,,,,,,Diaz 2005,http://dx.doi.org/10.1002/macp.200500299
Polynorbornenes,,Ethylene-norbornene (40 mol% norbornene) COC: cyclic olefin copolymer: Topas®,12.7,,0.72,0.12,1.95,,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738805006071
Polynorbornenes,,Ethylene-norbornene (52 mol% norbornene),10.2,,1.02,0.13,2.36,,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738805006071
Polynorbornenes,,Ethylene-norbornene (54 mol% norbornene),9.8,,1.25,0.2,4.08,,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738805006071
Polynorbornenes,,Ethylene-norbornene (66 mol% norbornene),8.9,,2.39,0.43,7.01,,,,,,,,,,,,Hu 2006,http://www.sciencedirect.com/science/article/pii/S0376738805006071
Polynorbornenes,PNB,,,21,2.8,1.5,15.4,2.5,,,,,,,,,,,Finkelshtein 1991,http://dx.doi.org/10.1002/macp.1991.021920101
Polynorbornenes,,Poly(5-trimethylsilylnorbornene),,140,30,7.2,89,17,,,,,,,,,,,Finkelshtein 1991,http://dx.doi.org/10.1002/macp.1991.021920101
Polynorbornenes,,"Poly[5-(1,1,3,3-tetramethyl-1,3-disilabutylnorbornene]",,73,16,3.7,67,8.5,,,,,,,,,,,Finkelshtein 1991,http://dx.doi.org/10.1002/macp.1991.021920101
Polynorbornenes,PPNDI,,,11,1.44,0.31,11.44,0.54,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Polynorbornenes,P5FPNDI,,,38.5,6.08,1.55,25.17,1.37,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Polynorbornenes,PB3FMPNDI,,,57.4,13.53,4.2,67.26,4.28,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Polynorbornenes,P5FPNDI/PPNDI,,,19.5,2.66,0.59,16.51,0.64,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Polynorbornenes,P5FPONDI,,,22.9,3.55,1.08,16.3,1.13,,,,,,,,,,,Bierbrauer 2010,http://www.sciencedirect.com/science/article/pii/S0376738810005004
Polynorbornenes,Poly(3-TCNS),Poly(3-tricyclonone),930,2060,990,390,5300,1010,,,,,,,,,,,Gringolts 2010,http://dx.doi.org/10.1021/ma100656e
Polynorbornenes,"Poly(3,4-TCNS/2)",,1890,4090,2380,1240,11280,3320,,,,,,,,,,,Gringolts 2010,http://dx.doi.org/10.1021/ma100656e
Polynorbornenes,PTCNSi6,Poly(trimethylsiloxy)silyl)-tricyclonone,420,690,295,100,1160,300,,480,,520,,2120,,,,,Bermeshev 2013,http://dx.doi.org/10.1021/ma4021278
Polynorbornenes,PTCNSi6-H,Poly(trimethylsiloxy)silyl)-tricyclonone hydrogenated,300,460,220,75,840,215,,305,,300,,1140,,,,,Bermeshev 2013,http://dx.doi.org/10.1021/ma4021278
Polynorbornenes,APNSi,Addition-polymerized polynorbornenes containing Si(CH3)3,,,,,,790,,1430,,1740,,17500,,,,,Finkelshtein 2006,http://dx.doi.org/10.1021/ma061215h
Polynorbornenes,PTMSN,Poly(trimethylsilyl norborene),5100,6700,1700,2500,250,1390,,620,,,,,,,,,Starannikova 2008,http://dx.doi.org/10.1016/j.memsci.2008.06.009
Polynorbornenes,Polynorbornene,Polynorbornene with SiMe3,,,,,,1010,,1360,,1470,,,,,,,Yampolskii 2014,http://dx.doi.org/10.1016/j.memsci.2013.11.002
Polynorbornenes,Polynorbornene,Polynorbornene with SiMe3,,,,,,3300,,6000,,7500,,,,,,,Yampolskii 2014,http://dx.doi.org/10.1016/j.memsci.2013.11.002
Polynorbornenes,Polynorbornene,Polynorbornene with Ge(CH3)3,,,,,,620,,940,,1050,,,,,,,Yampolskii 2014,http://dx.doi.org/10.1016/j.memsci.2013.11.002
Polynorbornenes,Polynorbornene,Polynorbornene with Si(OSiMe3)3,,,,,,1250,,2370,,3490,,,,,,,Yampolskii 2014,http://dx.doi.org/10.1016/j.memsci.2013.11.002
Polyolefins,,HDPE (density = 0.964 g/cc),1.14,,0.405,0.139,,0.39,,,,,,,,,,,Michaels 1961,http://dx.doi.org/10.1002/pol.1961.1205015412
Polyolefins,,LDPE (density = 0.914 g/cc),4.94,,2.9,0.974,12.63,2.9,,,,,,,,,,,Michaels 1961,http://dx.doi.org/10.1002/pol.1961.1205015412
Polyolefins,,Hydrogenated polybutadiene (density = 0.894 g/cc),15.8,,11.3,4,48.4,13,,,,,,,,,,,Michaels 1961,http://dx.doi.org/10.1002/pol.1961.1205015412
Polyolefins,,Polyethylene(density=0.967 g/cc),,,0.47,0.15,,,,,,,,,,,,,Michaels 1959,http://dx.doi.org/10.1002/pol.1959.1204113805
Polyolefins,,Polyethylene(density=0.964 g/cc),,,0.57,0.185,,,,,,,,,,,,,Michaels 1959,http://dx.doi.org/10.1002/pol.1959.1204113805
Polyolefins,,Polyethylene(density=0.954 g/cc),2.5,,0.9,0.29,1.6,,,,,,,,,,,,Michaels 1959,http://dx.doi.org/10.1002/pol.1959.1204113805
Polyolefins,,Polyethylene(density=0.943 g/cc),3.8,,1.5,0.48,2,,,,,,,,,,,,Michaels 1959,http://dx.doi.org/10.1002/pol.1959.1204113805
Polyolefins,,Polypropylene (Polybond 3002),,,1.02,,,,,,,,,,,,,,Lin 2010,http://www.sciencedirect.com/science/article/pii/S0032386110008542
Polyolefins,,BOPP biax. oriented polypropylene,,,0.635,,,,,,,,,,,,,,Lin 2010,http://www.sciencedirect.com/science/article/pii/S0032386110008542
Polyolefins,,HDPE (0.964 g/cc density),,,0.4,,1.8,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Polyolefins,,Polypropylene (0.907 g/cc density),,,2.2,,9.2,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Polyolefins,,LDPE (0.922 g/cc density),,,6.9,,28,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Polyolefins,,Poly(4-methyl pentene-1),,,32.3,,92.6,,,,,,,,,,,,Allen 1977,http://www.sciencedirect.com/science/article/pii/S037673880083241X
Polyolefins,,Sndiotactic polypropylene (sPP),,,1.8,0.5,,,,,,,,,,,,,Vanegas 2010,http://www.sciencedirect.com/science/article/pii/S0376738809007753
Polyolefins,sPP CsP-H1,,,,2.5,0.8,,,,,,,,,,,,,Vanegas 2010,http://www.sciencedirect.com/science/article/pii/S0376738809007753
Polyolefins,sPP CsP-H2,,,,3.1,0.8,,,,,,,,,,,,,Vanegas 2010,http://www.sciencedirect.com/science/article/pii/S0376738809007753
Polyolefins,sPP CsP-H3,,,,8.1,2.7,,,,,,,,,,,,,Vanegas 2010,http://www.sciencedirect.com/science/article/pii/S0376738809007753
Polyolefins,sPP CsP-H4,,,,14.5,4.9,,,,,,,,,,,,,Vanegas 2010,http://www.sciencedirect.com/science/article/pii/S0376738809007753
Polyolefins,sPP CsP-01,,,,3.5,0.9,,,,,,,,,,,,,Vanegas 2010,http://www.sciencedirect.com/science/article/pii/S0376738809007753
Polyolefins,sPP CsP-02,,,,4.9,1.4,,,,,,,,,,,,,Vanegas 2010,http://www.sciencedirect.com/science/article/pii/S0376738809007753
Polyolefins,sPP CsP-03,,,,8.7,2.9,,,,,,,,,,,,,Vanegas 2010,http://www.sciencedirect.com/science/article/pii/S0376738809007753
Polyolefins,sPP CsP-04,,,,21.6,7.8,,,,,,,,,,,,,Vanegas 2010,http://www.sciencedirect.com/science/article/pii/S0376738809007753
Polyolefins,,Ethylene-vinyl acetate (28 wt.% VAc),,,3.95,1.27,18,3.15,,,,,,,,,,,Sadeghi 2008,http://www.sciencedirect.com/science/article/pii/S0376738808005115
Polyolefins,PE,Poly(ethylene),,,,,18,4.8,11,,,25,,,,,,,Stern 1983,http://dx.doi.org/10.1002/pol.1983.180210311
Polyolefins,PETP,Poly(ethylene tere phthalate),,,,,,3,0.9,0.5,,,,,,,,,Ilinitsch 1992,http://dx.doi.org/10.1016/0376-7388(92)80085-X
Polyolefins,PEHP,Poly(ethylene) HP,,,,,,140,130,120,,,,,,,,,Ilinitsch 1992,http://dx.doi.org/10.1016/0376-7388(92)80085-X
Polyphosphazenes,,Poly[bis(phenoxy)phosphazene],6.01,,2.11,2.26,,,,,,,,,,,,,McCaffrey 1988,http://dx.doi.org/10.1080/01496398808075653
Polyphosphazenes,,Poly(di-n-butoxyphosphazene),84.7,170,128,55.9,647,196,,,,,,,,,,,Hirose 1991,http://dx.doi.org/10.1002/app.1991.070430506
Polyphosphazenes,,Poly(diisobutoxyphosphazene),67.1,167,86.6,31.7,395,98.7,,,,,,,,,,,Hirose 1991,http://dx.doi.org/10.1002/app.1991.070430506
Polyphosphazenes,,Poly(di-sec-butoxyphosphazene),106,95,40.7,13.4,177,39.1,,,,,,,,,,,Hirose 1991,http://dx.doi.org/10.1002/app.1991.070430506
Polyphosphazenes,,Poly(di-neopentyloxyphosphazene),60.2,65.7,15.4,3.46,48.7,7.51,,,,,,,,,,,Hirose 1991,http://dx.doi.org/10.1002/app.1991.070430506
Polyphosphazenes,,Poly(dimethyl phosphazene),,,3.53,1.27,29.4,,,,,,,,,,,,Masuda 1990,http://dx.doi.org/10.1021/ma00225a003
Polyphosphazenes,,Poly(methylphenyl phosphazene),,,1.8,0.6,6.5,0.7,,,,,,,,,,,Wisian-Neilson 1996,http://dx.doi.org/10.1021/ma950788j
Polyphosphazenes,,Poly(bis(trifluoroethoxy)phosphazene,94.6,63.2,35.4,14.7,196.3,19,,,,,,,,,,,Hirose 1989,http://dx.doi.org/10.1002/app.1989.070380504
Polyphosphazenes,,Poly(bis(trifluoroethoxy)phosphazene,,130,77,35,470,41,,,,,,,,,,,Nagai 2000,http://www.sciencedirect.com/science/article/pii/S0376738800003331
Polyphosphazenes,,Poly(bis-(phenoxy)phosphazene),,7.5,2.1,1.3,4.8,1.2,,,,,,,,,,,Orme 2004,http://www.sciencedirect.com/science/article/pii/S037673880400198X
Polyphosphazenes,,Poly(bis-(4-t-butylphenoxy)phosphazene,,23,8.2,2.4,17,1.7,,,,,,,,,,,Orme 2004,http://www.sciencedirect.com/science/article/pii/S037673880400198X
Polyphosphazenes,PDTBP polyphosphazene,,,75,11,3,27,5,,,,,,,,,,,Orme 2004,http://www.sciencedirect.com/science/article/pii/S037673880400198X
Polyphosphazenes,,Polyfluoroalkoxyphosphazene,,,,25.52,336.4,,,,,,,,,,,,Ostwal 2009,http://www.sciencedirect.com/science/article/pii/S0376738809005924
Polyphosphazenes,PZ,Polyphosphazene 4,21.1,,10.4,3.4,72.6,9,,,,,,,,,,,Allcock 1993,http://dx.doi.org/10.1021/ma00059a003
Polyphosphazenes,PZ,Polyphosphazene 5,268,,116,51.9,578,57.7,,,,,,,,,,,Allcock 1993,http://dx.doi.org/10.1021/ma00059a003
Polyphosphazenes,PZ,Polyphosphazene 6,10.3,,2.2,0.6,17.2,1.4,,,,,,,,,,,Allcock 1993,http://dx.doi.org/10.1021/ma00059a003
Polyphosphazenes,PZ,Polyphosphazene 7,5.8,,0.91,0.18,4.1,0.35,,,,,,,,,,,Allcock 1993,http://dx.doi.org/10.1021/ma00059a003
Polyphosphazenes,PZ,Polyphosphazene 8,61.8,,30.7,9.4,11.6,23.3,,,,,,,,,,,Allcock 1993,http://dx.doi.org/10.1021/ma00059a003
Polyphosphazenes,PZ,Polyphosphazene 9,20.7,,7.8,2.2,44.8,5.8,,,,,,,,,,,Allcock 1993,http://dx.doi.org/10.1021/ma00059a003
Polyphosphazenes,PZ,Polyphosphazene 10,10.5,,1.3,0.31,5.6,0.43,,,,,,,,,,,Allcock 1993,http://dx.doi.org/10.1021/ma00059a003
Polyphosphazenes,PZ,NP(O(CH2CH2O)2CH3)2 polyphosphazene,17,25,7,4,250,11,,,,,,,,,,,Orme 2001,http://www.sciencedirect.com/science/article/pii/S0376738800006906
Polyphosphazenes,4PP/P-PZ,4PP/P-polyphosphazene 1,84.4,,51.8,20.9,78.6,20.1,,,,,,,,,,,Muldoon 2009,http://www.sciencedirect.com/science/article/pii/S0376738809001318
Polyphosphazenes,4PP/P-PZ,4PP/P-polyphosphazene 2,51.3,,33.4,13.1,127.9,28.4,,,,,,,,,,,Muldoon 2009,http://www.sciencedirect.com/science/article/pii/S0376738809001318
Polyphosphazenes,4PP/P-PZ,4PP/P-polyphosphazene 3,35.4,,20.8,7.91,84.4,18.8,,,,,,,,,,,Muldoon 2009,http://www.sciencedirect.com/science/article/pii/S0376738809001318
Polyphosphazenes,4PP/P-PZ,4PP/P-polyphosphazene 4,24.7,,17.2,6.21,69.9,19.2,,,,,,,,,,,Muldoon 2009,http://www.sciencedirect.com/science/article/pii/S0376738809001318
Polyphosphazenes,4PP/P-PZ,4PP/P-polyphosphazene 5,25,,13.6,5.99,58,12,,,,,,,,,,,Muldoon 2009,http://www.sciencedirect.com/science/article/pii/S0376738809001318
Polyphosphazenes,4PP/P-PZ,4PP/P-polyphosphazene 6,17.3,,10.4,4.6,31.6,7.6,,,,,,,,,,,Muldoon 2009,http://www.sciencedirect.com/science/article/pii/S0376738809001318
Polypropynes & Polyalkynes,PTMSP,Polytrimethylsilylpropyne,6750,17600,9710,6870,37000,18400,,,,,,,,,,,Robeson 1994,http://www.sciencedirect.com/science/article/pii/0032386194906513
Polypropynes & Polyalkynes,PTMSP,Polytrimethylsilylpropyne,6500,16200,10000,6700,33100,16000,,,,,,,,,,,,
Polypropynes & Polyalkynes,,Poly(ethyldimethylsilylpropyne),830,1930,970,490,4600,1200,,,,,,,,,,,Savoca 1993,http://dx.doi.org/10.1021/ma00075a013
Polypropynes & Polyalkynes,,Poly(n-propyldimethylsilylpropyne),150,250,70,21,230,44,,,,,,,,,,,Savoca 1993,http://dx.doi.org/10.1021/ma00075a013
Polypropynes & Polyalkynes,,Poly(n-butyldimethylsilylpropyne),62,65,29,8,100,17,,,,,,,,,,,Savoca 1993,http://dx.doi.org/10.1021/ma00075a013
Polypropynes & Polyalkynes,,Poly(n-octyldimethylsilylpropyne),37,47,23,19,100,13,,,,,,,,,,,Savoca 1993,http://dx.doi.org/10.1021/ma00075a013
Polypropynes & Polyalkynes,,Poly(i-propyldimethylsilylpropyne),680,1650,460,170,2200,360,,,,,,,,,,,Savoca 1993,http://dx.doi.org/10.1021/ma00075a013
Polypropynes & Polyalkynes,,Poly(phenyldimethylsilylpropyne),8.3,14,4.4,1.2,37.6,1.7,,,,,,,,,,,Savoca 1993,http://dx.doi.org/10.1021/ma00075a013
Polypropynes & Polyalkynes,,Poly[1-(p-trimethylsilyl)-phenyl)propane],270,510,240,100,950,200,,,,,,,,,,,Savoca 1993,http://dx.doi.org/10.1021/ma00075a013
Polypropynes & Polyalkynes,,Polytrimethylsilylpropyne,,23200,12900,9350,43800,23300,,,,,,,,,,,Nagai 1995,http://dx.doi.org/10.1002/polb.1995.090330214
Polypropynes & Polyalkynes,,Poly(1-phenyl-1-propyne),,118,16.5,3.5,88.6,5.2,,,,,,,,,,,Nagai 1995,http://dx.doi.org/10.1002/polb.1995.090330214
